fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,quality_category
6.0,-1.018877320649256,0.06,1.4,-2.703062659591171,27.0,128.0,0.9934,3.26,0.55,9.3,5,poor
7.6,-0.5780343734594406,0.12,10.4,-2.333044300478754,22.0,177.0,0.9983,3.32,0.45,9.1,4,poor
7.0,-1.4653375684603434,0.42,18.05,-2.975929646257811,35.0,144.0,0.9999,3.22,0.42,8.8,5,poor
7.0,-1.4653375684603434,0.42,18.05,-2.975929646257811,35.0,144.0,0.9999,3.22,0.42,8.8,5,poor
6.0,-1.2344320118106447,0.2,12.6,-3.079113882493042,45.0,187.0,0.9972,3.33,0.42,9.5,5,poor
7.4,-1.2694006096483912,0.25,11.9,-2.9187712324178627,25.0,148.0,0.9976,3.1,0.62,9.2,5,poor
5.6,-1.0469690555162714,0.14,5.0,-3.0576076772720784,48.0,198.0,0.9937,3.3,0.71,10.3,5,poor
5.8,-1.0906441190189327,0.14,5.8,-3.0576076772720784,49.0,197.0,0.9937,3.3,0.71,10.3,5,poor
6.1,-1.2694006096483912,0.25,12.9,-2.900422093749666,34.0,189.0,0.9979,3.25,0.43,9.0,4,poor
6.4,-1.422958345491482,0.28,11.5,-2.975929646257811,34.0,163.0,0.9969,3.31,0.45,9.5,5,poor
6.4,-1.422958345491482,0.29,11.4,-2.9565115604007097,32.0,166.0,0.9968,3.31,0.45,9.5,5,poor
6.3,-1.3432348716594436,0.25,7.8,-2.8302178350764176,44.0,166.0,0.9961,3.24,0.41,9.0,5,poor
6.5,-1.1056369036050742,0.72,1.1,-2.7806208939370456,7.0,151.0,0.993,3.09,0.57,9.5,4,poor
6.0,-1.1363141558521213,0.12,5.9,-3.170085660698769,34.0,190.0,0.9944,3.16,0.72,10.0,5,poor
7.3,-1.07587280169862,0.21,3.2,-2.975929646257811,14.0,136.0,0.9936,3.25,0.44,10.2,5,poor
6.6,-1.305636458102436,0.25,3.1,-2.9374633654300153,41.0,188.0,0.9915,3.24,0.4,11.3,5,poor
6.8,-1.2344320118106447,0.16,1.4,-3.2441936328524905,122.5,234.5,0.9922,3.15,0.47,10.0,4,poor
7.1,-1.2694006096483912,0.26,1.9,-2.995732273553991,12.0,86.0,0.9934,3.15,0.38,9.4,5,poor
7.0,-0.5603660693261269,0.1,8.3,-2.353878387381596,23.0,188.0,0.9972,3.4,0.47,9.2,4,poor
7.1,-1.2694006096483912,0.26,1.9,-2.995732273553991,12.0,86.0,0.9934,3.15,0.38,9.4,5,poor
7.8,-1.2694006096483912,0.22,1.4,-2.864704011147587,24.0,130.0,0.9944,3.28,0.48,9.5,5,poor
6.4,-1.422958345491482,0.5,11.6,-3.036554268074246,60.0,211.0,0.9966,3.18,0.57,9.3,5,poor
6.4,-1.1363141558521213,0.5,10.7,-3.036554268074246,57.0,206.0,0.9968,3.08,0.6,9.4,5,poor
6.7,-1.2694006096483912,0.14,1.4,-3.123565645063876,64.0,159.0,0.992,3.17,0.39,10.0,5,poor
6.8,-1.07587280169862,0.69,1.3,-2.8302178350764176,12.0,171.0,0.9931,3.06,0.47,9.7,5,poor
6.4,-1.305636458102436,0.32,4.5,-1.422958345491482,61.0,174.0,0.9948,3.12,0.48,9.4,5,poor
8.1,-0.7743572359854884,0.31,1.7,-2.9374633654300153,50.0,183.0,0.9923,3.03,0.42,11.2,5,poor
6.2,-1.018877320649256,0.26,13.2,-2.9565115604007097,54.0,201.0,0.9976,3.25,0.46,9.0,5,poor
6.8,-0.3989861420104552,0.3,13.0,-1.2344320118106447,22.0,193.0,0.9984,3.08,0.67,9.0,4,poor
6.9,-1.6044503709230613,0.34,1.9,-3.123565645063876,25.0,136.0,0.9935,3.31,0.6,10.1,4,poor
6.0,-1.018877320649256,0.16,6.3,-3.2968373663379125,36.0,191.0,0.9942,3.17,0.62,9.8,5,poor
5.9,-0.991553216374702,0.14,6.3,-3.2968373663379125,34.0,185.0,0.9944,3.17,0.63,9.8,5,poor
6.3,-1.07587280169862,0.28,14.7,-3.036554268074246,49.0,198.0,0.9977,3.23,0.46,9.5,5,poor
7.5,-1.1679623668029029,0.51,14.8,-3.2188758248682006,62.0,204.0,0.9982,3.06,0.6,9.5,5,poor
7.5,-1.1679623668029029,0.51,14.8,-3.2188758248682006,62.0,204.0,0.9982,3.06,0.6,9.5,5,poor
7.4,-1.1679623668029029,0.48,14.2,-3.1465551632885744,62.0,204.0,0.9983,3.06,0.59,9.4,5,poor
8.4,-0.9137938516755678,0.7,13.1,-3.1465551632885744,29.0,197.0,0.998,3.06,0.64,9.7,5,poor
6.6,-0.9649559038554361,0.18,1.2,-3.1465551632885744,20.0,84.0,0.9927,3.22,0.45,10.1,4,poor
8.6,-1.305636458102436,0.46,6.1,-3.4112477175156566,13.0,41.0,0.993,2.89,0.34,10.9,5,poor
6.2,-1.1679623668029029,0.21,6.3,-3.170085660698769,50.0,218.0,0.9941,3.15,0.6,10.0,5,poor
6.2,-0.7528971849657193,0.21,1.0,-3.101092789211817,13.0,98.0,0.99345,3.14,0.46,9.2,5,poor
6.1,-1.3823023398503531,0.24,12.1,-3.0576076772720784,51.0,172.0,0.998,3.35,0.45,9.5,5,poor
6.4,-1.1679623668029029,0.39,7.5,-3.1941832122778293,57.0,213.0,0.99475,3.32,0.43,10.0,5,poor
7.0,-1.305636458102436,0.41,18.75,-3.1465551632885744,34.0,157.0,1.0002,2.96,0.5,9.1,5,poor
6.6,-1.2344320118106447,0.44,9.0,-2.9187712324178627,62.0,178.0,0.99685,3.02,0.45,8.9,5,poor
6.0,-1.2006450142332614,0.44,1.5,-3.0576076772720784,15.0,182.0,0.99455,3.5,0.52,10.4,5,poor
6.4,-0.9390477189967712,0.21,1.2,-3.170085660698769,35.0,136.0,0.99225,3.15,0.46,10.2,5,poor
7.0,-1.5558971455060706,0.34,8.0,-2.8473122684357177,19.0,101.0,0.9954,2.99,0.59,9.4,5,poor
6.4,-1.8263509139976741,0.31,5.3,-3.123565645063876,42.0,157.0,0.99455,3.35,0.47,10.5,5,poor
6.0,-1.1056369036050742,0.27,0.8,-1.6820086052689358,12.0,188.0,0.9924,3.12,0.62,9.4,5,poor
6.9,-0.9649559038554361,0.25,9.8,-3.1941832122778293,28.0,191.0,0.9971,3.28,0.61,9.2,5,poor
6.9,-0.9649559038554361,0.25,9.8,-3.1941832122778293,28.0,191.0,0.9971,3.28,0.61,9.2,5,poor
6.9,-0.9390477189967712,0.4,4.6,-3.7722610630529876,5.0,19.0,0.9915,3.31,0.37,12.6,3,poor
5.9,-1.3432348716594436,0.25,12.5,-3.3524072174927233,38.0,152.0,0.9977,3.33,0.43,9.4,5,poor
7.4,-0.9649559038554361,0.27,7.5,-3.170085660698769,24.0,160.0,0.99535,3.17,0.43,10.0,5,poor
5.9,-1.0469690555162714,0.47,2.2,-2.198225077669803,14.0,138.0,0.9932,3.09,0.5,9.1,5,poor
5.8,-1.3823023398503531,0.28,11.1,-2.864704011147587,45.0,175.0,0.99755,3.42,0.43,9.5,5,poor
6.8,-1.422958345491482,0.49,19.3,-2.8473122684357177,55.0,247.0,1.00055,3.0,0.56,8.7,5,poor
6.7,-0.6911491778972723,0.63,13.4,-2.5383074265151158,81.0,238.0,0.9988,3.08,0.44,9.2,5,poor
6.1,-1.305636458102436,0.3,16.7,-3.2188758248682006,49.0,172.0,0.99985,3.4,0.45,9.4,5,poor
7.2,-1.4653375684603434,0.19,13.7,-2.9374633654300153,47.0,197.0,0.99865,3.12,0.53,9.0,5,poor
6.0,-0.9263410677276565,0.0,1.4,-3.1465551632885744,7.0,55.0,0.99135,3.37,0.38,11.2,4,poor
7.2,-1.4653375684603434,0.19,13.7,-2.9374633654300153,47.0,197.0,0.99865,3.12,0.53,9.0,5,poor
6.4,-0.7743572359854884,0.08,4.9,-3.0576076772720784,34.0,144.0,0.99445,3.1,0.56,10.0,5,poor
7.4,-1.1363141558521213,0.27,1.4,-2.995732273553991,38.0,173.0,0.99335,3.03,0.52,9.3,5,poor
7.2,-1.1679623668029029,0.26,7.3,-2.975929646257811,37.0,157.0,0.99625,3.09,0.43,9.0,5,poor
6.0,-1.2694006096483912,0.49,6.8,-3.0159349808715104,61.0,222.0,0.9953,3.19,0.47,9.3,5,poor
6.8,-0.9390477189967712,0.35,11.6,-3.101092789211817,57.0,220.0,0.99775,3.07,0.53,9.3,5,poor
6.4,-1.1679623668029029,0.26,13.2,-3.0576076772720784,57.0,205.0,0.9975,3.17,0.41,9.6,5,poor
6.0,-1.2694006096483912,0.49,6.8,-3.0159349808715104,61.0,222.0,0.9953,3.19,0.47,9.3,5,poor
6.2,-1.2006450142332614,0.17,2.8,-3.1941832122778293,24.0,125.0,0.9939,3.01,0.46,9.0,5,poor
8.4,-1.7092582477163114,0.42,5.1,-3.2968373663379125,7.0,77.0,0.9939,3.16,0.52,11.7,5,poor
6.6,-0.5780343734594406,0.22,8.9,-3.3524072174927233,27.0,133.0,0.99675,3.2,0.51,9.1,5,poor
6.2,-1.2006450142332614,0.17,2.8,-3.1941832122778293,24.0,125.0,0.9939,3.01,0.46,9.0,5,poor
6.6,-0.5780343734594406,0.22,8.9,-3.3524072174927233,27.0,133.0,0.99675,3.2,0.51,9.1,5,poor
6.8,-1.7092582477163114,0.21,5.4,-2.9187712324178627,34.0,104.0,0.99445,3.3,0.43,9.4,5,poor
8.4,-1.7092582477163114,0.42,5.1,-3.2968373663379125,7.0,77.0,0.9939,3.16,0.52,11.7,5,poor
7.4,-1.7660917224794772,0.4,5.5,-3.270169119255751,34.0,161.0,0.9935,3.05,0.62,11.5,4,poor
6.6,-1.5095925774643841,0.37,15.4,-3.324236340526027,62.0,153.0,0.99845,3.02,0.4,9.3,5,poor
9.2,-1.07587280169862,0.27,1.2,-3.611918412977808,17.0,73.0,0.9921,3.08,0.39,10.8,5,poor
8.2,-0.9649559038554361,0.49,13.6,-3.1465551632885744,58.0,166.0,0.99855,3.1,0.54,9.4,5,poor
7.7,-1.07587280169862,0.58,11.1,-3.2188758248682006,41.0,151.0,0.9978,3.06,0.49,8.6,5,poor
8.2,-0.9649559038554361,0.49,13.6,-3.1465551632885744,58.0,166.0,0.99855,3.1,0.54,9.4,5,poor
8.2,-0.9137938516755678,0.48,13.7,-3.1465551632885744,59.0,169.0,0.9986,3.1,0.52,9.4,5,poor
6.6,-1.2006450142332614,0.3,4.8,-1.7660917224794772,60.0,166.0,0.9946,3.18,0.47,9.4,5,poor
4.8,-1.1056369036050742,0.0,6.5,-3.540459448995663,34.0,163.0,0.9937,3.35,0.61,9.9,5,poor
6.0,-0.7962879394794586,0.65,9.7,-2.513306124309698,11.0,159.0,0.9956,3.04,0.48,9.4,5,poor
7.7,-1.07587280169862,0.58,11.1,-3.2188758248682006,41.0,151.0,0.9978,3.06,0.49,8.6,5,poor
10.3,-1.7660917224794772,0.47,1.4,-3.270169119255751,5.0,33.0,0.9939,2.89,0.28,9.6,3,poor
7.7,-1.8904754421672127,0.29,1.3,-3.506557897319982,10.0,64.0,0.9932,3.35,0.39,10.1,5,poor
5.9,-1.3432348716594436,0.3,1.0,-3.2968373663379125,38.0,114.0,0.9928,3.58,0.48,9.4,5,poor
6.1,-1.2694006096483912,0.35,12.8,-3.0159349808715104,63.0,229.0,0.9975,3.08,0.4,8.9,5,poor
8.4,-1.6554818509355071,0.42,1.6,-3.036554268074246,9.0,101.0,0.994,3.06,0.65,11.1,4,poor
8.3,-1.305636458102436,0.45,1.3,-3.0159349808715104,8.0,72.0,0.9944,3.08,0.61,10.3,4,poor
8.0,-1.4653375684603434,0.37,9.6,-2.900422093749666,23.0,159.0,0.99795,3.32,0.47,9.8,4,poor
7.5,-1.422958345491482,0.31,13.0,-2.995732273553991,46.0,217.0,0.9985,3.08,0.53,8.8,5,poor
6.3,-1.1056369036050742,0.2,5.8,-3.1941832122778293,24.0,144.0,0.99425,3.15,0.63,9.9,5,poor
6.2,-1.1056369036050742,0.19,5.6,-3.1465551632885744,22.0,143.0,0.99425,3.15,0.63,9.9,5,poor
6.3,-1.07587280169862,0.19,5.8,-3.170085660698769,22.0,145.0,0.9943,3.15,0.63,9.9,5,poor
5.8,-1.2344320118106447,0.05,0.8,-3.2441936328524905,11.0,30.0,0.9924,3.36,0.35,9.2,5,poor
8.0,-1.1363141558521213,0.26,1.2,-2.975929646257811,11.5,88.0,0.9946,3.24,0.37,9.5,4,poor
5.6,-1.2344320118106447,0.05,0.8,-3.2441936328524905,11.0,30.0,0.9924,3.36,0.35,9.2,5,poor
6.3,-1.305636458102436,0.23,2.9,-3.036554268074246,13.0,100.0,0.9936,3.28,0.43,9.8,5,poor
5.4,-0.5175146119167874,0.1,2.8,-3.1465551632885744,26.0,80.0,0.9932,3.36,0.38,9.3,5,poor
6.5,-1.3823023398503531,0.35,12.0,-2.8824035882469876,47.0,179.0,0.998,3.58,0.47,10.0,5,poor
6.1,-1.018877320649256,0.58,15.0,-3.101092789211817,42.0,115.0,0.9978,3.15,0.51,9.0,5,poor
6.4,-1.3432348716594436,0.43,12.6,-3.3813947543659757,64.0,230.0,0.9974,3.08,0.38,8.9,5,poor
5.9,-1.2344320118106447,0.33,7.4,-3.270169119255751,58.0,205.0,0.99495,3.26,0.41,9.6,5,poor
6.2,-1.2694006096483912,0.43,13.0,-3.2188758248682006,64.0,233.0,0.99745,3.08,0.38,8.9,5,poor
6.1,-1.305636458102436,0.44,6.7,-3.170085660698769,61.0,230.0,0.99505,3.12,0.4,8.9,5,poor
6.4,-0.8416471888783893,0.32,1.4,-3.0159349808715104,10.0,67.0,0.992,3.08,0.41,11.4,5,poor
6.1,-1.018877320649256,0.58,15.0,-3.101092789211817,42.0,115.0,0.9978,3.15,0.51,9.0,5,poor
6.2,-1.07587280169862,0.28,7.5,-3.3524072174927233,40.0,197.0,0.99485,3.14,0.6,9.7,5,poor
8.2,-1.0613165039244128,1.0,18.2,-3.036554268074246,55.0,205.0,0.99965,2.96,0.43,9.6,5,poor
8.5,-1.8263509139976741,0.35,1.6,-3.2188758248682006,24.0,147.0,0.9935,2.96,0.36,10.0,5,poor
6.8,-0.34814004148889505,0.25,3.2,-3.0159349808715104,10.0,57.0,0.996,3.36,0.52,9.5,4,poor
7.3,-1.3823023398503531,0.39,6.4,-3.3524072174927233,8.0,84.0,0.9942,3.18,0.46,11.5,5,poor
7.6,-1.0613165039244128,0.26,1.9,-3.123565645063876,15.0,134.0,0.9936,3.08,0.38,9.5,5,poor
8.2,-1.4653375684603434,0.37,1.3,-3.1465551632885744,39.0,117.0,0.9928,2.99,0.36,10.0,5,poor
7.6,-1.0613165039244128,0.26,1.9,-3.123565645063876,15.0,134.0,0.9936,3.08,0.38,9.5,5,poor
7.5,-1.1363141558521213,0.26,1.8,-3.1465551632885744,13.0,133.0,0.9938,3.07,0.38,9.5,5,poor
8.3,-1.4653375684603434,0.43,3.2,-3.324236340526027,14.0,101.0,0.9928,3.15,0.36,11.5,5,poor
7.6,-1.2006450142332614,0.25,4.3,-2.900422093749666,22.0,111.0,0.9956,3.12,0.49,9.2,5,poor
6.5,-1.9589953886039686,0.33,7.6,-2.975929646257811,53.0,189.0,0.9966,3.25,0.49,8.6,5,poor
6.0,-1.6044503709230613,0.71,1.6,-1.8904754421672127,10.0,54.0,0.9927,3.12,0.47,9.8,5,poor
6.9,-1.6554818509355071,0.33,1.6,-3.123565645063876,63.0,149.0,0.9925,3.44,0.52,10.8,5,poor
6.9,-1.6554818509355071,0.33,1.6,-3.123565645063876,63.0,149.0,0.9925,3.44,0.52,10.8,5,poor
8.2,-1.3432348716594436,0.44,1.3,-3.0576076772720784,7.0,69.0,0.9944,3.14,0.62,10.2,4,poor
6.5,-1.3823023398503531,0.27,15.2,-2.995732273553991,75.0,217.0,0.9972,3.19,0.39,9.9,5,poor
7.0,-1.422958345491482,0.18,1.3,-3.0576076772720784,9.0,62.0,0.994,3.38,0.47,10.1,4,poor
6.0,-1.3432348716594436,0.34,1.3,-3.0576076772720784,6.0,29.0,0.9924,3.29,0.63,10.4,5,poor
6.4,-1.2694006096483912,0.41,6.8,-3.079113882493042,61.0,216.0,0.9952,3.09,0.46,9.4,5,poor
5.1,-0.6520052372287701,0.06,2.7,-2.9374633654300153,30.0,79.0,0.9932,3.32,0.43,9.3,5,poor
6.2,-1.3823023398503531,0.47,11.6,-3.0159349808715104,62.0,210.0,0.9968,3.19,0.5,9.5,5,poor
6.1,-1.8263509139976741,0.27,12.6,-2.7333680090865,63.0,162.0,0.9994,3.66,0.43,8.9,5,poor
7.6,-0.9390477189967712,0.22,2.8,-3.2968373663379125,19.0,113.0,0.9926,3.03,0.29,10.2,5,poor
6.8,-0.991553216374702,0.47,11.2,-2.631089159966082,44.0,136.0,0.9968,2.98,0.88,9.2,5,poor
8.0,-0.5960204698292225,0.17,8.2,-3.1941832122778293,13.0,60.0,0.9956,3.09,0.3,9.5,4,poor
6.3,-0.5091603444469295,0.44,11.0,-2.975929646257811,50.0,245.0,0.9972,3.19,0.57,9.3,4,poor
7.9,-0.444725822061467,0.46,10.6,-1.40649706843741,33.0,227.0,0.9983,2.87,0.74,9.1,3,poor
7.5,-1.7660917224794772,0.37,1.5,-2.796881414808826,18.0,75.0,0.9936,3.54,0.88,10.7,5,poor
7.1,-0.7528971849657193,0.24,6.0,-3.101092789211817,11.0,77.0,0.9956,3.21,0.56,9.7,5,poor
7.5,-1.7660917224794772,0.34,1.4,-3.324236340526027,13.0,102.0,0.9918,3.05,0.74,11.0,5,poor
8.2,-0.3841929728326246,0.3,2.1,-3.036554268074246,17.0,138.0,0.995,3.22,0.71,10.8,4,poor
7.7,-1.287354413264987,0.3,1.0,-3.2188758248682006,19.0,75.0,0.992,3.01,0.56,10.7,5,poor
7.3,-0.7113111511876165,0.32,5.2,-3.123565645063876,18.0,104.0,0.9952,3.24,0.45,10.7,4,poor
7.5,-1.1056369036050742,0.48,19.45,-3.0159349808715104,55.0,243.0,1.001,2.95,0.4,8.8,5,poor
7.3,-1.8904754421672127,0.4,2.0,-2.975929646257811,24.0,92.0,0.9932,3.14,0.45,10.5,5,poor
6.5,-1.6554818509355071,0.1,1.3,-3.0576076772720784,23.0,107.0,0.9937,3.29,0.45,10.0,5,poor
7.0,-1.1679623668029029,0.52,1.7,-3.506557897319982,5.0,61.0,0.9918,3.07,0.43,10.4,5,poor
8.3,-0.9137938516755678,0.38,1.1,-3.2441936328524905,15.0,75.0,0.9934,3.03,0.43,9.2,5,poor
7.3,-1.422958345491482,0.34,7.5,-3.0159349808715104,29.0,152.0,0.9962,3.1,0.54,9.0,5,poor
7.6,-1.2344320118106447,0.42,1.3,-3.324236340526027,18.0,86.0,0.9908,2.99,0.39,11.3,5,poor
9.4,-1.2344320118106447,0.55,2.2,-2.975929646257811,17.0,119.0,0.9962,3.12,0.69,10.3,4,poor
7.0,-1.1679623668029029,0.52,1.7,-3.506557897319982,5.0,61.0,0.9918,3.07,0.43,10.4,5,poor
8.6,-1.3432348716594436,0.41,2.2,-2.995732273553991,29.0,111.0,0.9941,2.96,0.44,10.0,5,poor
7.2,-0.6713856887784326,0.24,10.0,-2.364460496712133,35.0,197.0,0.9981,3.41,0.47,9.0,5,poor
5.3,-1.2006450142332614,0.2,1.1,-2.551046452292545,48.0,166.0,0.9944,3.3,0.54,8.7,4,poor
7.0,-1.5558971455060706,0.28,7.5,-2.6450754019408214,45.0,185.0,0.9966,3.34,0.55,9.4,5,poor
6.7,-1.3432348716594436,0.26,4.0,-2.5257286443082556,35.5,216.0,0.9956,3.31,0.68,9.5,5,poor
6.7,-1.3432348716594436,0.26,4.1,-2.6036901857779675,36.0,202.0,0.9956,3.3,0.67,9.5,5,poor
8.3,-1.5095925774643841,0.38,14.8,-2.900422093749666,32.0,126.0,1.0002,3.22,0.5,9.7,5,poor
8.3,-1.5095925774643841,0.38,14.8,-2.900422093749666,32.0,126.0,1.0002,3.22,0.5,9.7,5,poor
7.7,-1.07587280169862,0.3,8.0,-3.0159349808715104,25.0,192.0,0.9951,2.97,0.47,10.9,5,poor
7.8,-1.3432348716594436,0.44,1.3,-3.270169119255751,43.0,132.0,0.9944,3.18,0.65,10.0,5,poor
6.5,-1.3432348716594436,0.34,16.3,-2.9565115604007097,56.0,197.0,1.0004,3.49,0.42,9.8,5,poor
7.3,-1.1679623668029029,0.69,10.2,-3.170085660698769,58.0,160.0,0.9977,3.06,0.45,8.6,5,poor
7.4,-1.422958345491482,0.31,8.4,-3.079113882493042,52.0,183.0,0.9963,3.09,0.32,8.8,5,poor
6.3,-1.8263509139976741,0.4,1.6,-3.3813947543659757,59.0,148.0,0.9914,3.44,0.53,11.4,5,poor
7.9,-1.2344320118106447,0.39,6.7,-3.2968373663379125,6.0,117.0,0.9938,3.12,0.42,10.7,5,poor
7.3,-1.1679623668029029,0.69,10.2,-3.170085660698769,58.0,160.0,0.9977,3.06,0.45,8.6,5,poor
9.2,-1.5095925774643841,0.4,2.4,-2.900422093749666,18.0,151.0,0.9952,3.04,0.46,9.3,4,poor
7.4,-1.7092582477163114,0.4,1.6,-3.036554268074246,22.0,102.0,0.9937,3.28,0.44,10.7,5,poor
6.5,-0.6520052372287701,0.17,1.4,-3.036554268074246,5.0,26.0,0.9932,3.26,0.32,10.0,4,poor
5.9,-0.8770700187208739,0.13,1.4,-3.1941832122778293,11.0,64.0,0.9922,3.29,0.52,10.5,5,poor
8.1,-0.7962879394794586,0.34,8.3,-3.270169119255751,33.0,216.0,0.9976,3.31,0.64,9.7,5,poor
5.8,-0.8770700187208739,0.13,1.4,-3.1941832122778293,11.0,64.0,0.9922,3.29,0.52,10.5,5,poor
6.4,-0.6911491778972723,0.16,12.9,-3.1465551632885744,26.0,138.0,0.9974,3.28,0.33,9.0,5,poor
9.8,-1.018877320649256,0.45,1.6,-3.1465551632885744,11.0,124.0,0.9944,2.93,0.46,10.8,5,poor
9.6,-1.4653375684603434,0.4,1.5,-3.101092789211817,19.0,135.0,0.9937,2.96,0.49,10.9,5,poor
5.7,-2.2926347621408776,0.27,1.3,-3.036554268074246,21.0,100.0,0.9928,3.27,0.46,9.5,5,poor
6.8,-0.9390477189967712,0.31,14.35,-3.123565645063876,28.0,162.0,0.9988,3.17,0.54,9.1,5,poor
8.7,-1.5095925774643841,0.42,2.3,-2.9187712324178627,27.0,114.0,0.994,2.99,0.43,10.0,5,poor
7.4,-0.8891620644859025,0.34,4.7,-3.1465551632885744,19.0,127.0,0.9953,3.25,0.42,10.4,5,poor
9.2,-1.2694006096483912,0.46,3.2,-2.8302178350764176,39.0,133.0,0.996,3.14,0.58,9.5,5,poor
9.0,-1.1679623668029029,0.49,6.9,-3.3524072174927233,26.0,91.0,0.9937,2.99,0.34,11.5,5,poor
9.3,-1.07587280169862,0.49,7.3,-2.9374633654300153,30.0,146.0,0.998,3.17,0.61,10.2,5,poor
9.2,-1.2694006096483912,0.46,3.2,-2.8302178350764176,39.0,133.0,0.996,3.14,0.58,9.5,5,poor
7.2,-1.422958345491482,0.3,1.6,-3.0159349808715104,27.0,131.0,0.9933,3.25,0.45,10.5,5,poor
7.2,-1.3823023398503531,0.32,1.5,-3.036554268074246,27.0,132.0,0.9933,3.26,0.44,10.5,5,poor
6.8,-1.1363141558521213,0.18,7.5,-3.170085660698769,71.0,223.0,0.9959,3.14,0.41,8.9,5,poor
9.1,-1.305636458102436,0.32,1.1,-3.4420193761824103,15.0,151.0,0.9936,3.03,0.41,10.6,5,poor
8.9,-1.07587280169862,0.32,1.3,-3.170085660698769,12.0,188.0,0.9953,3.17,0.49,9.5,5,poor
6.7,-1.3823023398503531,0.23,7.2,-3.2441936328524905,61.0,220.0,0.9952,3.14,0.35,9.5,5,poor
6.9,-1.1363141558521213,0.17,7.6,-3.1465551632885744,69.0,219.0,0.9959,3.13,0.4,8.9,5,poor
6.8,-1.1363141558521213,0.18,7.5,-3.170085660698769,71.0,223.0,0.9959,3.14,0.41,8.9,5,poor
6.1,-0.5091603444469295,0.0,1.3,-3.1465551632885744,24.0,79.0,0.9937,3.31,0.38,9.4,4,poor
7.9,-1.8263509139976741,0.3,4.8,-3.270169119255751,37.0,171.0,0.9967,3.47,0.44,9.0,4,poor
7.6,-1.1056369036050742,0.36,2.1,-3.3524072174927233,26.0,172.0,0.9944,3.42,0.48,10.5,4,poor
6.0,-1.422958345491482,0.32,6.3,-3.473768074496991,34.0,129.0,0.9946,3.52,0.41,10.4,5,poor
6.1,-0.7962879394794586,0.27,0.8,-3.2188758248682006,13.0,82.0,0.9927,3.23,0.32,9.5,5,poor
7.2,-1.6044503709230613,0.38,1.0,-3.270169119255751,21.0,74.0,0.9918,3.21,0.37,11.0,5,poor
8.2,-0.49265831981054176,0.45,5.4,-3.473768074496991,15.0,118.0,0.9954,3.14,0.34,9.6,5,poor
7.4,-1.5095925774643841,0.33,2.0,-3.079113882493042,31.0,101.0,0.9931,3.42,0.55,11.4,5,poor
6.4,-1.3823023398503531,0.41,8.6,-3.1465551632885744,57.0,173.0,0.9965,3.0,0.44,9.1,5,poor
9.8,-0.818710403535291,0.4,2.8,-3.2968373663379125,35.0,167.0,0.9956,2.97,0.39,9.2,5,poor
7.2,-1.6044503709230613,0.25,4.5,-3.101092789211817,31.0,109.0,0.9949,3.23,0.36,9.4,5,poor
8.2,-0.49265831981054176,0.45,5.4,-3.473768074496991,15.0,118.0,0.9954,3.14,0.34,9.6,5,poor
7.4,-1.5095925774643841,0.33,2.0,-3.079113882493042,31.0,101.0,0.9931,3.42,0.55,11.4,5,poor
6.5,-0.8891620644859025,0.64,11.8,-2.7181005369557116,65.0,225.0,0.9978,3.12,0.51,8.9,5,poor
7.5,-1.1363141558521213,0.37,1.2,-3.0159349808715104,22.0,184.0,0.9938,3.09,0.43,9.3,5,poor
7.6,-1.3432348716594436,0.47,1.6,-2.6736487743848776,5.0,55.0,0.9944,3.1,0.45,9.6,5,poor
6.4,-1.2006450142332614,0.38,7.8,-3.0576076772720784,35.0,192.0,0.9955,3.1,0.37,9.0,5,poor
8.9,-1.1056369036050742,0.32,1.5,-3.036554268074246,11.0,200.0,0.9954,3.19,0.46,9.4,5,poor
6.4,-1.2006450142332614,0.38,7.8,-3.0576076772720784,35.0,192.0,0.9955,3.1,0.37,9.0,5,poor
7.3,-1.305636458102436,0.39,6.7,-2.7333680090865,28.0,188.0,0.9958,3.29,0.3,9.7,5,poor
8.0,-1.2694006096483912,0.42,7.1,-3.079113882493042,41.0,169.0,0.9959,3.17,0.43,10.6,5,poor
8.0,-0.49265831981054176,0.38,12.1,-1.1973282616072674,24.0,220.0,0.9993,2.94,0.48,9.2,5,poor
8.0,-1.2694006096483912,0.42,7.1,-3.079113882493042,41.0,169.0,0.9959,3.17,0.43,10.6,5,poor
6.9,-1.7092582477163114,0.38,6.5,-3.2188758248682006,20.0,110.0,0.9943,3.1,0.42,10.5,5,poor
8.3,-1.1056369036050742,0.42,1.15,-3.3813947543659757,18.0,96.0,0.9911,3.2,0.32,12.4,3,poor
7.8,-1.1363141558521213,0.31,1.7,-3.2968373663379125,46.0,195.0,0.993,3.03,0.48,10.5,5,poor
7.3,-1.422958345491482,0.39,3.6,-3.6888794541139363,35.0,116.0,0.9928,3.17,0.51,10.9,5,poor
10.3,-1.3823023398503531,0.48,2.2,-3.1465551632885744,28.0,164.0,0.998,3.19,0.59,9.7,5,poor
6.4,-1.3432348716594436,0.22,5.1,-3.270169119255751,23.0,131.0,0.9944,3.29,0.32,10.1,5,poor
8.0,-0.41400143913045073,0.72,17.55,-3.1465551632885744,62.0,233.0,0.9999,2.92,0.68,9.4,4,poor
8.4,-0.5603660693261269,0.44,10.7,-2.9565115604007097,46.0,195.0,0.9981,3.15,0.51,10.4,5,poor
